produit,quantite,prix,region
Scanner,8,741.62,Centre
Clavier,9,1305.0,Sud
Téléphone,1,545.36,Sud
Scanner,7,666.84,Sud
Imprimante,3,832.8,Est
Scanner,6,239.51,Sud
Ordinateur,9,797.21,Nord
Scanner,8,519.97,Ouest
Ordinateur,2,422.17,Est
Scanner,4,886.41,Nord
Ordinateur,5,527.92,Nord
Téléphone,6,1290.49,Ouest
Clavier,7,644.47,Sud
Imprimante,4,648.9,Nord
Scanner,4,1473.82,Centre
Clavier,5,545.21,Nord
Imprimante,9,240.65,Centre
Imprimante,9,1321.05,Est
Ordinateur,1,1379.65,Nord
Téléphone,5,378.35,Est
Téléphone,5,1329.01,Sud
Clavier,7,767.11,Sud
Téléphone,8,112.98,Sud
Scanner,3,845.8,Est
Téléphone,1,1280.72,Ouest
Clavier,2,625.14,Est
Téléphone,6,848.95,Sud
Scanner,6,253.89,Ouest
Ordinateur,5,1271.19,Centre
Clavier,5,204.99,Ouest
Ordinateur,9,186.92,Ouest
Ordinateur,7,1403.66,Ouest
Ordinateur,6,1316.54,Ouest
Imprimante,7,883.57,Nord
Imprimante,3,203.92,Est
Ordinateur,7,841.68,Nord
Clavier,3,1384.79,Sud
Scanner,8,937.91,Nord
Scanner,9,337.45,Ouest
Téléphone,3,1363.45,Est
Clavier,7,1304.91,Nord
Imprimante,8,842.55,Ouest
Ordinateur,3,1285.75,Nord
Téléphone,6,131.73,Nord
Scanner,7,718.71,Ouest
Imprimante,4,308.23,Est
Imprimante,6,1264.43,Est
Ordinateur,7,1458.23,Nord
Scanner,7,1399.51,Sud
Clavier,1,779.86,Centre
Imprimante,2,790.95,Centre
Ordinateur,1,1366.93,Centre
Clavier,9,1096.53,Centre
Scanner,7,158.18,Ouest
Imprimante,7,236.09,Est
Clavier,3,1430.0,Nord
Clavier,5,580.54,Est
Clavier,2,321.67,Centre
Imprimante,5,1116.53,Nord
Imprimante,8,1325.55,Est
Téléphone,3,349.5,Nord
Scanner,4,414.58,Sud
Ordinateur,8,1354.91,Sud
Clavier,2,69.1,Est
Téléphone,1,1366.53,Centre
Ordinateur,3,106.93,Nord
Téléphone,2,188.33,Est
Imprimante,2,1300.3,Centre
Clavier,4,410.21,Centre
Ordinateur,6,375.81,Ouest
Ordinateur,5,1273.99,Sud
Ordinateur,4,836.18,Centre
Ordinateur,8,558.4,Nord
Ordinateur,5,1085.64,Nord
Téléphone,2,1224.13,Sud
Clavier,4,1301.01,Sud
Imprimante,7,223.06,Centre
Imprimante,4,894.69,Ouest
Imprimante,6,1033.42,Sud
Imprimante,2,218.89,Sud
Téléphone,9,934.68,Nord
Scanner,4,96.31,Sud
Clavier,1,545.28,Nord
Ordinateur,3,299.42,Centre
Scanner,7,863.75,Nord
Imprimante,9,327.08,Est
Scanner,6,1194.26,Nord
Clavier,4,225.66,Ouest
Ordinateur,2,1148.85,Centre
Ordinateur,9,193.42,Nord
Clavier,8,691.47,Sud
Clavier,7,1062.87,Est
Imprimante,2,284.13,Nord
Ordinateur,2,1140.9,Centre
Scanner,8,1432.45,Est
Téléphone,9,591.43,Est
Téléphone,9,50.26,Sud
Clavier,8,741.4,Sud
Imprimante,1,1358.54,Centre
Téléphone,5,1014.26,Est
Ordinateur,7,1069.76,Centre
Clavier,6,1199.08,Centre
Scanner,1,1366.9,Nord
Clavier,6,230.97,Ouest
Scanner,4,905.8,Nord
Clavier,3,1340.11,Sud
Clavier,4,1175.04,Sud
Clavier,8,410.97,Ouest
Scanner,6,1318.18,Centre
Scanner,9,476.45,Ouest
Clavier,5,645.79,Est
Téléphone,9,319.18,Est
Imprimante,4,1333.58,Centre
Imprimante,4,184.87,Est
Imprimante,6,1491.46,Ouest
Scanner,7,526.59,Centre
Scanner,2,1080.67,Nord
Téléphone,4,236.65,Centre
Imprimante,8,757.4,Est
Imprimante,9,108.19,Centre
Clavier,5,1323.68,Ouest
Scanner,6,697.32,Nord
Imprimante,7,1126.99,Nord
Téléphone,7,1347.05,Nord
Téléphone,3,149.46,Nord
Imprimante,2,791.59,Sud
Scanner,8,324.83,Centre
Téléphone,9,150.06,Est
Clavier,8,951.95,Ouest
Téléphone,8,215.44,Ouest
Ordinateur,2,763.31,Ouest
Ordinateur,4,335.53,Est
Scanner,6,336.7,Sud
Imprimante,8,808.34,Est
Scanner,2,855.32,Ouest
Scanner,8,55.05,Centre
Scanner,1,776.12,Nord
Scanner,6,1021.14,Ouest
Clavier,8,1033.84,Est
Clavier,8,1282.33,Ouest
Téléphone,7,1348.19,Ouest
Ordinateur,7,953.15,Nord
Scanner,9,748.66,Sud
Téléphone,2,345.95,Ouest
Ordinateur,1,233.8,Ouest
Imprimante,2,933.19,Nord
Clavier,3,1422.55,Nord
Ordinateur,9,453.41,Est
Imprimante,7,194.21,Est
Ordinateur,5,664.6,Ouest
Clavier,5,50.7,Sud
Clavier,6,852.68,Centre
Téléphone,2,121.74,Sud
Scanner,1,1399.9,Nord
Ordinateur,1,1311.4,Ouest
Ordinateur,3,216.61,Nord
Imprimante,1,263.0,Centre
Clavier,9,1432.5,Sud
Ordinateur,5,1229.65,Ouest
Clavier,9,1415.94,Nord
Ordinateur,5,535.03,Nord
Téléphone,1,210.89,Ouest
Scanner,7,942.31,Centre
Ordinateur,7,1451.72,Ouest
Clavier,4,238.45,Ouest
Téléphone,3,1237.4,Ouest
Ordinateur,1,571.44,Nord
Imprimante,7,217.49,Sud
Scanner,5,715.6,Sud
Ordinateur,1,758.66,Sud
Téléphone,1,63.17,Sud
Imprimante,3,737.95,Sud
Téléphone,3,988.84,Sud
Téléphone,2,1158.76,Est
Imprimante,8,192.91,Est
Téléphone,8,1320.98,Nord
Imprimante,6,293.23,Ouest
Ordinateur,5,1004.52,Est
Imprimante,6,851.32,Est
Imprimante,1,1326.01,Nord
Scanner,2,106.04,Sud
Imprimante,7,327.77,Sud
Imprimante,1,226.85,Ouest
Ordinateur,8,524.95,Sud
Scanner,3,541.33,Est
Clavier,4,178.49,Est
Ordinateur,7,795.77,Est
Ordinateur,7,218.55,Centre
Clavier,2,157.81,Sud
Imprimante,5,98.1,Centre
Téléphone,8,1397.26,Sud
Scanner,9,625.27,Est
Téléphone,5,461.35,Ouest
Clavier,2,749.3,Ouest
Ordinateur,4,278.65,Ouest
Ordinateur,5,638.93,Centre
Scanner,6,326.29,Centre
Ordinateur,6,491.37,Nord
Ordinateur,1,1390.11,Sud
Scanner,6,265.61,Centre
Scanner,1,737.08,Ouest
Clavier,5,1008.25,Sud
Ordinateur,7,1381.1,Ouest
Ordinateur,8,1388.37,Centre
Clavier,5,408.53,Ouest
Imprimante,2,1417.57,Sud
Imprimante,3,530.51,Sud
Imprimante,7,1347.64,Centre
Clavier,4,185.15,Sud
Ordinateur,1,337.61,Est
Clavier,3,164.55,Est
Clavier,2,483.59,Est
Imprimante,9,1317.09,Est
Téléphone,1,280.94,Nord
Ordinateur,9,376.03,Ouest
Imprimante,5,363.47,Sud
Téléphone,6,448.31,Est
Téléphone,6,77.09,Est
Scanner,6,664.58,Centre
Ordinateur,9,1465.63,Centre
Téléphone,9,699.72,Sud
Imprimante,7,1229.34,Nord
Scanner,3,878.57,Ouest
Ordinateur,7,71.58,Nord
Clavier,5,898.99,Centre
Imprimante,9,1422.44,Sud
Téléphone,8,852.59,Est
Téléphone,6,815.5,Nord
Imprimante,5,1021.83,Sud
Téléphone,2,1312.79,Sud
Scanner,3,868.9,Est
Ordinateur,3,639.33,Nord
Scanner,4,103.77,Est
Téléphone,3,211.04,Centre
Clavier,7,990.65,Sud
Ordinateur,6,947.46,Est
Ordinateur,8,396.59,Est
Imprimante,2,1092.44,Nord
Imprimante,2,455.52,Est
Clavier,1,492.21,Est
Ordinateur,5,139.03,Ouest
Clavier,7,847.91,Centre
Imprimante,9,467.16,Centre
Imprimante,5,1237.46,Est
Ordinateur,1,1212.13,Centre
Scanner,3,236.24,Ouest
Téléphone,8,281.99,Est
Imprimante,3,515.44,Nord
Imprimante,7,892.24,Sud
Scanner,3,546.65,Ouest
Scanner,2,557.87,Centre
Clavier,6,253.09,Sud
Clavier,2,536.62,Centre
Téléphone,5,732.09,Sud
Téléphone,5,1477.84,Sud
Ordinateur,5,1265.05,Sud
Clavier,6,1199.82,Ouest
Imprimante,3,861.74,Est
Clavier,5,572.13,Nord
Imprimante,8,1292.57,Centre
Scanner,4,553.77,Sud
Clavier,5,909.55,Centre
Scanner,1,422.9,Est
Téléphone,1,1175.79,Sud
Téléphone,8,796.07,Centre
Ordinateur,2,1347.99,Sud
Clavier,7,874.91,Est
Scanner,7,288.24,Nord
Imprimante,9,1489.77,Nord
Téléphone,1,777.85,Nord
Téléphone,2,413.53,Ouest
Imprimante,1,527.46,Nord
Scanner,1,225.79,Nord
Scanner,4,157.21,Est
Clavier,8,703.32,Centre
Clavier,8,1430.22,Sud
Ordinateur,9,228.32,Est
Téléphone,2,1358.95,Sud
Clavier,7,1205.26,Est
Scanner,4,1219.32,Ouest
Imprimante,3,1079.43,Sud
Scanner,4,908.16,Ouest
Téléphone,4,226.01,Nord
Scanner,3,884.7,Sud
Ordinateur,9,560.37,Est
Téléphone,8,202.69,Sud
Imprimante,2,1215.55,Est
Ordinateur,3,842.5,Nord
Téléphone,7,1130.19,Centre
Imprimante,5,745.29,Est
Ordinateur,1,849.99,Sud
Ordinateur,1,1082.9,Nord
Téléphone,8,408.07,Centre
Clavier,6,1278.22,Nord
Ordinateur,4,660.38,Nord
Ordinateur,3,1077.31,Centre
Imprimante,9,522.82,Ouest
Scanner,9,1068.59,Est
Téléphone,4,113.11,Est
Téléphone,8,1397.43,Nord
Clavier,4,1191.0,Centre
Clavier,8,1013.97,Nord
Téléphone,7,519.63,Sud
Clavier,6,1271.75,Ouest
Imprimante,7,1163.14,Ouest
Téléphone,6,706.97,Centre
Clavier,6,336.3,Ouest
Téléphone,7,304.5,Centre
Scanner,4,757.88,Est
Ordinateur,5,1185.94,Sud
Téléphone,9,1085.97,Sud
Ordinateur,2,765.67,Centre
Clavier,9,346.42,Est
Ordinateur,5,396.88,Est
Téléphone,1,133.57,Est
Scanner,7,306.35,Est
Clavier,5,68.5,Nord
Téléphone,3,1028.02,Nord
Clavier,3,902.95,Ouest
Imprimante,1,1482.54,Centre
Ordinateur,7,1156.02,Nord
Imprimante,2,407.05,Sud
Téléphone,8,1076.44,Est
Scanner,4,67.65,Centre
Clavier,4,1479.93,Sud
Ordinateur,5,940.93,Centre
Clavier,9,223.52,Centre
Téléphone,7,772.85,Centre
Clavier,3,1413.89,Est
Ordinateur,4,1282.07,Nord
Téléphone,9,483.43,Ouest
Clavier,1,624.41,Centre
Scanner,8,1287.66,Centre
Téléphone,8,1355.02,Nord
Téléphone,7,1376.17,Nord
Scanner,6,1424.44,Est
Imprimante,7,775.79,Sud
Ordinateur,4,1299.2,Est
Imprimante,4,553.11,Nord
Clavier,5,1265.25,Centre
Scanner,4,553.82,Centre
Imprimante,4,932.06,Centre
Téléphone,9,729.27,Ouest
Clavier,6,1344.76,Ouest
Clavier,3,146.46,Sud
Imprimante,3,1425.75,Sud
Imprimante,8,720.04,Centre
Scanner,3,748.02,Sud
Ordinateur,4,1250.33,Sud
Imprimante,6,1015.96,Centre
Imprimante,9,1432.88,Nord
Téléphone,6,842.59,Nord
Clavier,3,860.05,Ouest
Ordinateur,6,1458.97,Ouest
Téléphone,4,1393.34,Est
Scanner,5,352.6,Est
Scanner,5,495.07,Nord
Imprimante,3,956.74,Ouest
Imprimante,5,1412.09,Sud
Scanner,5,866.87,Nord
Imprimante,7,1112.59,Ouest
Ordinateur,9,186.3,Ouest
Imprimante,5,807.81,Centre
Clavier,9,264.02,Est
Imprimante,5,427.92,Nord
Téléphone,4,291.14,Nord
Ordinateur,6,290.57,Sud
Téléphone,8,1487.98,Ouest
Téléphone,4,482.46,Est
Clavier,5,869.95,Est
Ordinateur,1,79.12,Sud
Ordinateur,1,1219.26,Sud
Ordinateur,8,1036.33,Ouest
Ordinateur,7,381.73,Nord
Ordinateur,5,102.29,Nord
Clavier,9,448.14,Centre
Imprimante,1,961.44,Nord
Téléphone,3,72.04,Sud
Ordinateur,6,159.27,Nord
Imprimante,1,643.55,Est
Imprimante,6,305.2,Ouest
Téléphone,2,966.12,Centre
Clavier,5,303.26,Nord
Scanner,2,1490.74,Centre
Scanner,1,681.93,Centre
Imprimante,4,265.06,Sud
Téléphone,2,157.06,Nord
Scanner,9,659.81,Est
Imprimante,3,1223.18,Ouest
Clavier,9,686.31,Nord
Scanner,4,254.57,Sud
Imprimante,7,758.63,Nord
Imprimante,7,539.19,Sud
Ordinateur,6,777.71,Sud
Clavier,8,617.15,Est
Ordinateur,6,989.44,Sud
Téléphone,9,1215.26,Centre
Ordinateur,5,1335.36,Est
Ordinateur,3,1124.87,Centre
Scanner,5,564.78,Est
Imprimante,4,700.26,Ouest
Clavier,3,980.56,Est
Ordinateur,1,368.75,Centre
Clavier,8,1067.56,Sud
Ordinateur,4,992.2,Sud
Téléphone,3,1001.91,Sud
Ordinateur,4,533.32,Est
Scanner,1,922.27,Est
Imprimante,6,336.71,Centre
Téléphone,3,325.06,Ouest
Ordinateur,8,1164.36,Ouest
Clavier,5,600.36,Est
Téléphone,9,839.67,Nord
Téléphone,9,474.48,Est
Ordinateur,2,391.99,Est
Téléphone,5,1180.81,Ouest
Clavier,7,1201.56,Ouest
Téléphone,7,1262.61,Centre
Clavier,3,1288.95,Nord
Ordinateur,7,646.5,Sud
Imprimante,7,1223.0,Ouest
Téléphone,4,551.6,Nord
Imprimante,7,126.15,Nord
Clavier,8,1049.54,Centre
Téléphone,3,338.49,Sud
Scanner,2,704.63,Centre
Imprimante,9,287.61,Nord
Téléphone,7,617.73,Centre
Imprimante,1,1333.06,Sud
Téléphone,9,939.07,Est
Ordinateur,5,264.8,Ouest
Imprimante,2,1101.98,Sud
Scanner,7,1279.37,Centre
Scanner,9,291.27,Ouest
Clavier,3,1128.94,Est
Téléphone,4,846.23,Centre
Imprimante,9,926.18,Ouest
Clavier,2,1411.59,Ouest
Imprimante,4,103.01,Ouest
Téléphone,5,976.24,Est
Scanner,4,168.16,Est
Ordinateur,7,1194.9,Est
Scanner,6,1349.39,Sud
Clavier,9,175.47,Nord
Ordinateur,4,87.47,Nord
Clavier,9,1435.72,Nord
Téléphone,1,1393.46,Nord
Ordinateur,6,1389.43,Est
Clavier,7,1412.54,Nord
Téléphone,9,775.14,Est
Scanner,1,1466.5,Centre
Téléphone,1,1343.85,Est
Imprimante,2,191.61,Sud
Téléphone,6,1228.43,Nord
Téléphone,3,1083.04,Est
Imprimante,6,244.44,Centre
Clavier,2,1119.99,Ouest
Clavier,6,753.14,Centre
Téléphone,7,1288.04,Nord
Imprimante,6,1237.26,Sud
Imprimante,2,1416.38,Est
Scanner,5,159.15,Est
Clavier,6,1079.86,Ouest
Ordinateur,8,596.76,Sud
Clavier,9,1175.19,Est
Clavier,5,923.72,Est
Scanner,7,768.59,Est
Ordinateur,4,56.14,Ouest
Scanner,5,930.39,Nord
Ordinateur,1,659.55,Ouest
Téléphone,3,532.16,Ouest
Ordinateur,2,1483.72,Centre
Scanner,6,1065.53,Est
Clavier,9,832.83,Nord
Ordinateur,3,1309.65,Centre
Ordinateur,2,379.29,Est
Imprimante,2,948.87,Est
Clavier,6,1298.34,Ouest
Téléphone,6,229.2,Sud
Scanner,5,392.33,Centre
Téléphone,9,169.82,Ouest
Clavier,7,1489.04,Centre
Ordinateur,7,892.32,Est
Ordinateur,1,759.75,Ouest
Clavier,2,540.73,Nord
Ordinateur,3,701.7,Est
Ordinateur,5,1174.99,Centre
Ordinateur,4,1379.24,Nord
Scanner,8,202.17,Centre
Scanner,4,484.46,Est
Imprimante,6,324.24,Nord
Téléphone,9,681.45,Est
Clavier,2,819.2,Est
Clavier,8,1095.86,Ouest
Clavier,5,1319.7,Est
Imprimante,6,836.09,Sud
Scanner,3,758.71,Nord
Imprimante,8,884.84,Est
Clavier,2,1338.19,Sud
Téléphone,1,990.39,Nord
Ordinateur,1,1191.69,Est
Scanner,8,1093.27,Ouest
Scanner,2,1389.09,Nord
Imprimante,5,1234.56,Est
Scanner,2,544.75,Nord
Clavier,4,1288.83,Ouest
Clavier,9,727.8,Nord
Imprimante,2,1278.47,Sud
Clavier,4,1363.33,Centre
Téléphone,5,1043.64,Ouest
Imprimante,5,1092.38,Nord
Téléphone,5,254.61,Nord
Ordinateur,2,519.58,Sud
Téléphone,8,858.71,Nord
Ordinateur,5,55.1,Nord
Ordinateur,6,1278.55,Sud
Téléphone,8,585.75,Est
Imprimante,8,1098.93,Centre
Clavier,7,1165.48,Sud
Clavier,8,844.72,Sud
Ordinateur,7,1195.83,Sud
Ordinateur,6,1039.49,Est
Imprimante,5,571.77,Centre
Scanner,5,1233.43,Centre
Téléphone,8,972.28,Nord
Ordinateur,1,282.3,Sud
Clavier,2,1170.59,Est
Imprimante,1,1030.47,Est
Téléphone,7,462.74,Est
Imprimante,9,1270.87,Sud
Téléphone,7,592.31,Ouest
Téléphone,9,851.47,Ouest
Ordinateur,4,547.58,Sud
Imprimante,7,1100.33,Nord
Imprimante,7,892.7,Nord
Clavier,2,731.92,Nord
Clavier,2,79.46,Est
Ordinateur,8,930.42,Est
Ordinateur,2,952.41,Centre
Scanner,1,312.79,Est
Clavier,1,531.85,Est
Téléphone,1,1324.24,Est
Imprimante,6,846.29,Nord
Ordinateur,5,680.87,Ouest
Imprimante,7,1407.14,Nord
Imprimante,3,1227.32,Centre
Scanner,5,191.33,Sud
Clavier,2,1295.44,Sud
Ordinateur,9,267.12,Centre
Imprimante,9,303.46,Est
Ordinateur,4,159.25,Nord
Téléphone,2,747.96,Ouest
Scanner,8,984.8,Centre
Téléphone,4,1142.89,Nord
Ordinateur,5,88.75,Nord
Ordinateur,4,307.9,Nord
Clavier,2,950.77,Nord
Imprimante,6,812.1,Nord
Imprimante,1,124.46,Sud
Téléphone,8,1406.34,Est
Scanner,1,1149.84,Centre
Imprimante,5,570.25,Est
Clavier,9,827.78,Est
Téléphone,1,592.67,Est
Téléphone,7,710.17,Centre
Clavier,7,914.47,Est
Scanner,5,627.78,Nord
Clavier,4,950.04,Est
Scanner,9,724.46,Ouest
Clavier,5,1003.03,Ouest
Clavier,1,430.22,Nord
Ordinateur,9,298.23,Ouest
Téléphone,5,69.69,Ouest
Clavier,9,922.87,Sud
Clavier,8,1472.13,Est
Imprimante,7,659.56,Nord
Téléphone,6,358.31,Sud
Imprimante,9,69.01,Nord
Téléphone,4,793.54,Sud
Imprimante,5,1489.42,Nord
Clavier,1,1476.47,Nord
Clavier,7,196.96,Ouest
Ordinateur,6,1233.79,Centre
Imprimante,7,301.31,Ouest
Scanner,1,1223.56,Sud
Ordinateur,7,1287.65,Est
Imprimante,7,61.21,Est
Imprimante,8,394.03,Sud
Ordinateur,2,132.0,Ouest
Clavier,1,773.42,Est
Imprimante,1,88.74,Ouest
Clavier,8,957.82,Centre
Ordinateur,7,859.58,Sud
Clavier,9,600.12,Ouest
Téléphone,2,719.61,Nord
Scanner,4,1485.64,Est
Imprimante,8,293.1,Nord
Scanner,6,1110.01,Est
Clavier,2,985.7,Sud
Imprimante,2,1012.36,Sud
Clavier,7,551.29,Ouest
Téléphone,9,363.88,Sud
Ordinateur,8,993.69,Sud
Imprimante,2,1373.45,Sud
Téléphone,3,1465.18,Nord
Téléphone,8,747.32,Nord
Imprimante,4,667.14,Sud
Clavier,6,555.97,Est
Téléphone,2,1224.46,Sud
Scanner,1,420.33,Est
Téléphone,6,793.89,Ouest
Clavier,8,550.33,Centre
Clavier,5,1319.77,Nord
Scanner,1,459.88,Nord
Téléphone,2,1045.41,Ouest
Clavier,3,903.69,Ouest
Imprimante,2,526.14,Est
Ordinateur,9,419.43,Nord
Ordinateur,2,1215.49,Centre
Ordinateur,3,790.23,Sud
Téléphone,9,936.62,Sud
Scanner,3,1445.03,Centre
Clavier,8,627.12,Sud
Imprimante,8,1230.7,Nord
Imprimante,3,976.21,Centre
Téléphone,3,910.63,Est
Ordinateur,8,129.11,Ouest
Téléphone,3,1372.92,Est
Scanner,4,381.47,Nord
Scanner,5,736.12,Ouest
Clavier,7,1140.42,Ouest
Clavier,1,807.37,Nord
Scanner,8,56.29,Sud
Scanner,3,1426.11,Nord
Scanner,7,79.7,Est
Téléphone,3,180.37,Centre
Scanner,9,374.99,Centre
Imprimante,5,918.49,Nord
Ordinateur,3,1458.15,Sud
Scanner,3,1387.85,Est
Ordinateur,4,994.44,Centre
Téléphone,5,1125.45,Nord
Ordinateur,5,1082.23,Nord
Téléphone,8,1046.07,Sud
Imprimante,6,1227.97,Sud
Téléphone,5,542.84,Est
Téléphone,2,370.63,Sud
Clavier,5,554.09,Sud
Scanner,7,120.48,Sud
Scanner,3,1452.2,Sud
Imprimante,7,1122.28,Ouest
Imprimante,1,359.48,Est
Scanner,6,420.9,Sud
Clavier,1,1489.28,Ouest
Scanner,7,1163.76,Sud
Clavier,6,667.21,Nord
Imprimante,1,349.64,Sud
Ordinateur,9,108.62,Centre
Imprimante,5,1020.5,Sud
Imprimante,7,1180.97,Ouest
Téléphone,1,206.23,Est
Téléphone,8,53.47,Sud
Téléphone,8,568.27,Est
Téléphone,9,1017.8,Centre
Clavier,2,1389.5,Nord
Scanner,6,1325.33,Nord
Ordinateur,5,1048.36,Ouest
Imprimante,6,1230.38,Centre
Clavier,5,566.0,Sud
Ordinateur,1,405.4,Est
Clavier,2,230.11,Centre
Clavier,3,313.37,Nord
Imprimante,7,1446.25,Ouest
Scanner,9,1398.44,Ouest
Téléphone,2,118.03,Ouest
Scanner,1,731.41,Nord
Imprimante,1,591.33,Est
Imprimante,4,995.08,Est
Imprimante,9,526.18,Centre
Ordinateur,4,456.88,Est
Scanner,3,1223.3,Nord
Scanner,8,1423.32,Centre
Clavier,9,344.05,Est
Clavier,5,391.18,Nord
Clavier,2,657.72,Est
Imprimante,4,1074.14,Ouest
Scanner,8,292.24,Sud
Imprimante,2,728.5,Sud
Ordinateur,9,1269.23,Est
Clavier,5,389.4,Sud
Imprimante,7,119.11,Centre
Imprimante,5,1364.9,Ouest
Ordinateur,3,1191.92,Ouest
Téléphone,2,1063.27,Sud
Scanner,3,176.63,Sud
Téléphone,2,1354.03,Nord
Clavier,2,492.63,Centre
Imprimante,2,356.66,Ouest
Ordinateur,2,756.87,Nord
Ordinateur,8,1388.06,Ouest
Scanner,5,1492.1,Nord
Téléphone,9,940.46,Nord
Scanner,5,1435.49,Sud
Imprimante,1,707.33,Ouest
Scanner,8,93.01,Centre
Ordinateur,3,449.69,Nord
Ordinateur,2,487.65,Nord
Clavier,6,1184.93,Nord
Clavier,4,230.15,Est
Imprimante,4,303.61,Nord
Téléphone,9,940.69,Nord
Scanner,8,239.39,Centre
Imprimante,3,768.5,Nord
Clavier,9,100.85,Nord
Scanner,1,1019.88,Ouest
Clavier,7,1367.14,Nord
Scanner,7,1318.6,Nord
Téléphone,2,156.75,Centre
Imprimante,7,906.96,Ouest
Scanner,7,200.57,Nord
Ordinateur,9,127.61,Nord
Ordinateur,6,935.06,Sud
Scanner,9,880.06,Nord
Scanner,3,186.06,Est
Scanner,8,571.79,Est
Ordinateur,4,509.15,Ouest
Ordinateur,1,546.57,Ouest
Scanner,7,533.13,Nord
Clavier,3,1245.75,Sud
Clavier,4,562.73,Sud
Téléphone,3,529.13,Ouest
Imprimante,6,92.94,Sud
Clavier,1,1196.09,Est
Ordinateur,7,1006.82,Sud
Clavier,8,545.08,Ouest
Téléphone,3,705.17,Centre
Téléphone,9,1201.41,Nord
Imprimante,2,549.12,Centre
Clavier,9,736.39,Est
Ordinateur,5,78.69,Ouest
Ordinateur,6,1381.56,Centre
Scanner,2,588.3,Est
Ordinateur,5,479.83,Sud
Imprimante,6,933.22,Sud
Imprimante,5,813.71,Est
Ordinateur,4,631.34,Sud
Ordinateur,8,1387.41,Centre
Scanner,2,576.32,Ouest
Ordinateur,1,1497.64,Sud
Scanner,2,1194.24,Sud
Scanner,4,1359.83,Centre
Ordinateur,1,460.0,Nord
Téléphone,9,151.85,Nord
Téléphone,1,657.84,Sud
Scanner,5,504.41,Sud
Ordinateur,8,137.97,Ouest
Téléphone,9,153.65,Sud
Ordinateur,9,302.69,Nord
Ordinateur,8,597.8,Sud
Ordinateur,6,1406.1,Est
Clavier,6,1003.77,Centre
Ordinateur,9,627.7,Est
Clavier,2,1209.13,Sud
Scanner,3,874.31,Nord
Téléphone,6,655.3,Est
Téléphone,8,259.33,Ouest
Téléphone,7,1394.21,Nord
Téléphone,8,954.64,Ouest
Téléphone,5,686.92,Sud
Téléphone,9,685.52,Nord
Téléphone,6,1159.3,Nord
Scanner,2,310.21,Est
Ordinateur,6,655.44,Est
Imprimante,4,141.37,Centre
Clavier,5,165.88,Est
Imprimante,5,813.13,Est
Imprimante,1,602.17,Ouest
Ordinateur,5,1093.29,Est
Ordinateur,9,1480.76,Est
Ordinateur,8,1296.17,Ouest
Téléphone,8,690.75,Sud
Scanner,3,597.89,Ouest
Téléphone,9,898.35,Sud
Scanner,9,182.89,Centre
Scanner,7,1482.11,Centre
Imprimante,6,1472.44,Ouest
Imprimante,9,1388.28,Centre
Scanner,6,1010.19,Est
Scanner,3,779.52,Ouest
Téléphone,6,1074.7,Sud
Téléphone,2,505.87,Ouest
Imprimante,2,1285.73,Nord
Ordinateur,7,245.2,Centre
Scanner,8,1215.04,Centre
Téléphone,7,1307.85,Centre
Imprimante,5,296.74,Ouest
Téléphone,4,743.93,Sud
Scanner,8,1342.9,Centre
Scanner,9,1440.97,Ouest
Clavier,7,1226.48,Ouest
Ordinateur,1,1414.32,Ouest
Clavier,4,1408.65,Sud
Imprimante,4,1470.59,Sud
Téléphone,3,649.43,Sud
Imprimante,4,466.07,Centre
Scanner,9,967.77,Centre
Clavier,1,323.83,Est
Clavier,2,857.67,Est
Clavier,7,889.97,Est
Imprimante,9,1219.33,Ouest
Scanner,7,574.6,Nord
Téléphone,1,922.65,Est
Téléphone,7,1359.75,Sud
Imprimante,6,661.54,Centre
Clavier,1,879.0,Sud
Ordinateur,1,1191.7,Est
Imprimante,2,411.98,Sud
Imprimante,6,199.89,Sud
Scanner,4,1038.61,Nord
Téléphone,4,587.19,Ouest
Imprimante,6,603.33,Centre
Imprimante,9,1398.63,Centre
Clavier,1,641.42,Nord
Clavier,2,1432.83,Centre
Ordinateur,8,204.24,Est
Scanner,8,547.32,Ouest
Ordinateur,6,1054.77,Sud
Clavier,6,232.7,Centre
Téléphone,8,611.21,Nord
Clavier,2,1285.03,Centre
Scanner,2,1154.56,Sud
Clavier,1,459.05,Est
Scanner,6,566.86,Centre
Scanner,6,782.37,Ouest
Scanner,6,1110.37,Ouest
Scanner,2,270.22,Nord
Scanner,7,815.1,Ouest
Téléphone,3,156.37,Sud
Ordinateur,1,626.84,Centre
Imprimante,1,326.94,Centre
Ordinateur,9,498.11,Nord
Scanner,3,530.65,Sud
Téléphone,8,1166.68,Sud
Clavier,7,434.48,Ouest
Téléphone,2,1012.46,Nord
Scanner,2,823.25,Ouest
Téléphone,4,1216.13,Est
Téléphone,2,516.28,Sud
Scanner,5,1492.25,Centre
Téléphone,7,478.87,Sud
Imprimante,2,890.34,Nord
Imprimante,9,966.72,Centre
Téléphone,1,830.34,Nord
Clavier,2,1295.32,Sud
Scanner,7,213.82,Sud
Imprimante,5,916.04,Centre
Clavier,1,784.18,Ouest
Téléphone,4,654.96,Ouest
Clavier,8,552.02,Est
Ordinateur,5,271.68,Ouest
Imprimante,2,992.46,Nord
Téléphone,9,220.68,Centre
Scanner,1,1252.47,Ouest
Téléphone,1,699.2,Sud
Scanner,5,927.86,Est
Téléphone,9,162.82,Ouest
Clavier,6,185.42,Sud
